pdb_code,filename,3pHLA
1A1N.pdb,pMHC_121.pdb,0.5686140876371241
1A1N.pdb,pMHC_109.pdb,0.5618587964542657
1A1N.pdb,pMHC_000.pdb,0.5575424382573609
1A1N.pdb,pMHC_009.pdb,0.5575275349311114
1A1N.pdb,pMHC_113.pdb,0.3682208393946177
1A1N.pdb,pMHC_111.pdb,0.5679492522126431
1A1N.pdb,pMHC_149.pdb,0.5679943321366602
1A1N.pdb,pMHC_003.pdb,0.5580438593239997
1A1N.pdb,pMHC_131.pdb,0.5723466059714389
1A1N.pdb,pMHC_140.pdb,0.5683014728945068
1A1N.pdb,pMHC_104.pdb,0.567412965501282
1A1N.pdb,pMHC_114.pdb,0.573230899332543
1A1N.pdb,pMHC_133.pdb,0.5730691570288522
1A1N.pdb,pMHC_015.pdb,0.5609053350550743
1A1O.pdb,pMHC_0084.pdb,0.5599416238931954
1A1O.pdb,pMHC_0092.pdb,0.5577936710198268
1A1O.pdb,pMHC_0050.pdb,0.5589479688738817
1A1O.pdb,pMHC_0019.pdb,0.5489151666447213
1A1O.pdb,pMHC_0091.pdb,0.5604347184478643
1A1O.pdb,pMHC_0016.pdb,0.5524779177805305
1A1O.pdb,pMHC_0018.pdb,0.5493964481523715
1A1O.pdb,pMHC_0045.pdb,0.5528157406320755
1A1O.pdb,pMHC_0000.pdb,0.5493992310625321
1A1O.pdb,pMHC_0094.pdb,0.5543044589626945
1A1O.pdb,pMHC_0042.pdb,0.5537954765772956
1A1O.pdb,pMHC_0037.pdb,0.5512019703768796
1A1O.pdb,pMHC_0022.pdb,0.557919267626995
1A1O.pdb,pMHC_0065.pdb,0.5561500233434656
1A1O.pdb,pMHC_0096.pdb,0.5562621388495758
1A1O.pdb,pMHC_0004.pdb,0.5492214404737998
1A1O.pdb,pMHC_0013.pdb,0.5503312232689727
1A1O.pdb,pMHC_0023.pdb,0.5551190894268533
1A1O.pdb,pMHC_0026.pdb,0.5590634585179113
1A1O.pdb,pMHC_0035.pdb,0.559518095722923
1A1O.pdb,pMHC_0008.pdb,0.5478046809424382
1A1O.pdb,pMHC_0011.pdb,0.5492132946944015
1A1O.pdb,pMHC_0054.pdb,0.5596526730355663
1A1O.pdb,pMHC_0025.pdb,0.5573964865264475
1A1O.pdb,pMHC_0002.pdb,0.5513231553918904
1A1O.pdb,pMHC_0081.pdb,0.5565924568789496
1A1O.pdb,pMHC_0075.pdb,0.5598553334782496
1A1O.pdb,pMHC_0033.pdb,0.5558954405100968
1A1O.pdb,pMHC_0097.pdb,0.5629135136914902
1A1O.pdb,pMHC_0057.pdb,0.5438597260552042
1A1O.pdb,pMHC_0036.pdb,0.5464314931688706
1A1O.pdb,pMHC_0010.pdb,0.5492273431200886
1A1O.pdb,pMHC_0003.pdb,0.5491165350947281
1A1O.pdb,pMHC_0006.pdb,0.5491099238147359
1A1O.pdb,pMHC_0032.pdb,0.5586145762781388
1A1O.pdb,pMHC_0043.pdb,0.5524043572619485
1A1O.pdb,pMHC_0059.pdb,0.5605123214927101
1A1O.pdb,pMHC_0014.pdb,0.5499773227128859
1A1O.pdb,pMHC_0086.pdb,0.5569294707834197
1A1O.pdb,pMHC_0093.pdb,0.5564750321817206
1A1O.pdb,pMHC_0060.pdb,0.5551226984134517
1A1O.pdb,pMHC_0062.pdb,0.5575314939144236
1A1O.pdb,pMHC_0061.pdb,0.5049156501122948
1A1O.pdb,pMHC_0038.pdb,0.5586640785922095
1A1O.pdb,pMHC_0072.pdb,0.5560600445924602
1A1O.pdb,pMHC_0053.pdb,0.5554938941646709
1A1O.pdb,pMHC_0005.pdb,0.5507234348899456
1A1O.pdb,pMHC_0040.pdb,0.5583589061024865
1A1O.pdb,pMHC_0012.pdb,0.5490266059138773
1A1O.pdb,pMHC_0034.pdb,0.5552435404784026
1A1O.pdb,pMHC_0031.pdb,0.5525453361452336
1A1O.pdb,pMHC_0095.pdb,0.5547643789199956
1A1O.pdb,pMHC_0078.pdb,0.5565923461209354
1A1O.pdb,pMHC_0051.pdb,0.559377158165724
1A1O.pdb,pMHC_0067.pdb,0.5581650026748308
1A1O.pdb,pMHC_0001.pdb,0.5473279020244539
1A1O.pdb,pMHC_0080.pdb,0.5481182391539822
1A1O.pdb,pMHC_0015.pdb,0.5505359282963102
1A1O.pdb,pMHC_0020.pdb,0.5450231774695456
1A1O.pdb,pMHC_0071.pdb,0.5535043827086691
1A1O.pdb,pMHC_0027.pdb,0.5555587119295384
1A1O.pdb,pMHC_0090.pdb,0.5607235154660462
1A1O.pdb,pMHC_0085.pdb,0.5577090001807677
1A1O.pdb,pMHC_0021.pdb,0.5609020118481999
1A1O.pdb,pMHC_0099.pdb,0.5532288392615955
1A1O.pdb,pMHC_0017.pdb,0.5527255219178877
1A1O.pdb,pMHC_0047.pdb,0.5613247281407979
1A1O.pdb,pMHC_0009.pdb,0.549360841207227
1A1O.pdb,pMHC_0063.pdb,0.5546666062868114
1A1O.pdb,pMHC_0007.pdb,0.5498906297520287
1A1O.pdb,pMHC_0076.pdb,0.5523624172859872
1A1O.pdb,pMHC_0028.pdb,0.5489782125086988
1A9B.pdb,pMHC_0087.pdb,0.5629419842623004
1A9B.pdb,pMHC_0084.pdb,0.5631002845883042
1A9B.pdb,pMHC_0092.pdb,0.5627094823223643
1A9B.pdb,pMHC_0019.pdb,0.5623188728628152
1A9B.pdb,pMHC_0091.pdb,0.5636246643161856
1A9B.pdb,pMHC_0016.pdb,0.5662652743884968
1A9B.pdb,pMHC_0018.pdb,0.5658903473548563
1A9B.pdb,pMHC_0045.pdb,0.5704621180055667
1A9B.pdb,pMHC_0089.pdb,0.5612565346618862
1A9B.pdb,pMHC_0029.pdb,0.5688055578481673
1A9B.pdb,pMHC_0082.pdb,0.5619788549063153
1A9B.pdb,pMHC_0000.pdb,0.5648653278107628
1A9B.pdb,pMHC_0094.pdb,0.5613537022059014
1A9B.pdb,pMHC_0042.pdb,0.5687763828322305
1A9B.pdb,pMHC_0037.pdb,0.5594128518926541
1A9B.pdb,pMHC_0022.pdb,0.5651992363868581
1A9B.pdb,pMHC_0065.pdb,0.5625983743577888
1A9B.pdb,pMHC_0096.pdb,0.5673846673899554
1A9B.pdb,pMHC_0073.pdb,0.5671223062067952
1A9B.pdb,pMHC_0004.pdb,0.5623656314814621
1A9B.pdb,pMHC_0013.pdb,0.5656220836519791
1A9B.pdb,pMHC_0069.pdb,0.5680181765360397
1A9B.pdb,pMHC_0023.pdb,0.5684775323614515
1A9B.pdb,pMHC_0026.pdb,0.5634845549028875
1A9B.pdb,pMHC_0035.pdb,0.5598304500511575
1A9B.pdb,pMHC_0008.pdb,0.5667290496346588
1A9B.pdb,pMHC_0011.pdb,0.5662884176958671
1A9B.pdb,pMHC_0054.pdb,0.5622809921028779
1A9B.pdb,pMHC_0025.pdb,0.5640403786666793
1A9B.pdb,pMHC_0044.pdb,0.5631621247857316
1A9B.pdb,pMHC_0088.pdb,0.5629569778454436
1A9B.pdb,pMHC_0002.pdb,0.5622478579284161
1A9B.pdb,pMHC_0081.pdb,0.5637298330555868
1A9B.pdb,pMHC_0055.pdb,0.5635198647149171
1A9B.pdb,pMHC_0075.pdb,0.5625553480911056
1A9B.pdb,pMHC_0046.pdb,0.5684459294891069
1A9B.pdb,pMHC_0097.pdb,0.5679017615851624
1A9B.pdb,pMHC_0057.pdb,0.5619777573953157
1A9B.pdb,pMHC_0036.pdb,0.5602239866534482
1A9B.pdb,pMHC_0010.pdb,0.5621879353830601
1A9B.pdb,pMHC_0064.pdb,0.5608754672368694
1A9B.pdb,pMHC_0074.pdb,0.5663352946509123
1A9B.pdb,pMHC_0003.pdb,0.5686728994494957
1A9B.pdb,pMHC_0048.pdb,0.5608429881693344
1A9B.pdb,pMHC_0070.pdb,0.5655132141280614
1A9B.pdb,pMHC_0006.pdb,0.5659015976152408
1A9B.pdb,pMHC_0052.pdb,0.5653697227263812
1A9B.pdb,pMHC_0032.pdb,0.5625186293945793
1A9B.pdb,pMHC_0043.pdb,0.566938751341029
1A9B.pdb,pMHC_0059.pdb,0.5682594799495034
1A9B.pdb,pMHC_0014.pdb,0.5616693203648981
1A9B.pdb,pMHC_0086.pdb,0.5692103191951514
1A9B.pdb,pMHC_0093.pdb,0.5679890284310201
1A9B.pdb,pMHC_0060.pdb,0.5665579153206849
1A9B.pdb,pMHC_0098.pdb,0.5635497390653841
1A9B.pdb,pMHC_0083.pdb,0.5630667823403354
1A9B.pdb,pMHC_0056.pdb,0.56554472703341
1A9B.pdb,pMHC_0077.pdb,0.5649203956538993
1A9B.pdb,pMHC_0061.pdb,0.5691106678073209
1A9B.pdb,pMHC_0038.pdb,0.5613656595990016
1A9B.pdb,pMHC_0072.pdb,0.5656841485750568
1A9B.pdb,pMHC_0053.pdb,0.5630383355255177
1A9B.pdb,pMHC_0005.pdb,0.5663661749017183
1A9B.pdb,pMHC_0040.pdb,0.5668060596671445
1A9B.pdb,pMHC_0012.pdb,0.5653244052192555
1A9B.pdb,pMHC_0034.pdb,0.5624285859028408
1A9B.pdb,pMHC_0031.pdb,0.5604231123900141
1A9B.pdb,pMHC_0095.pdb,0.5649055471799158
1A9B.pdb,pMHC_0078.pdb,0.5648769449637269
1A9B.pdb,pMHC_0030.pdb,0.5616662692519651
1A9B.pdb,pMHC_0051.pdb,0.5607372852495682
1A9B.pdb,pMHC_0067.pdb,0.5692040422241265
1A9B.pdb,pMHC_0001.pdb,0.5656117676932638
1A9B.pdb,pMHC_0080.pdb,0.561405982930171
1A9B.pdb,pMHC_0015.pdb,0.5662621660259565
1A9B.pdb,pMHC_0020.pdb,0.5671502708238317
1A9B.pdb,pMHC_0071.pdb,0.561349397960389
1A9B.pdb,pMHC_0027.pdb,0.5700091964547415
1A9B.pdb,pMHC_0079.pdb,0.5630747916647173
1A9B.pdb,pMHC_0090.pdb,0.5603963704306896
1A9B.pdb,pMHC_0085.pdb,0.5664189635338278
1A9B.pdb,pMHC_0066.pdb,0.5700103282613198
1A9B.pdb,pMHC_0021.pdb,0.5674554111688814
1A9B.pdb,pMHC_0049.pdb,0.5529025948571629
1A9B.pdb,pMHC_0099.pdb,0.5604805573684664
1A9B.pdb,pMHC_0039.pdb,0.5625756471353404
1A9B.pdb,pMHC_0024.pdb,0.5623956726880244
1A9B.pdb,pMHC_0017.pdb,0.3661701889011611
1A9B.pdb,pMHC_0047.pdb,0.5631137585193992
1A9B.pdb,pMHC_0068.pdb,0.5686878989630724
1A9B.pdb,pMHC_0041.pdb,0.5660055905792432
1A9B.pdb,pMHC_0009.pdb,0.5626977129052517
1A9B.pdb,pMHC_0063.pdb,0.5626378663551246
1A9B.pdb,pMHC_0007.pdb,0.5658542563283111
1A9B.pdb,pMHC_0076.pdb,0.5635223381718757
1A9B.pdb,pMHC_0028.pdb,0.5612415001304745
1AGB.pdb,pMHC_0087.pdb,0.48183775577225846
1AGB.pdb,pMHC_0084.pdb,0.4888964932904268
1AGB.pdb,pMHC_0050.pdb,0.4865759830798245
1AGB.pdb,pMHC_0019.pdb,0.49428863045707366
1AGB.pdb,pMHC_0016.pdb,0.49304169063234193
1AGB.pdb,pMHC_0018.pdb,0.49130051817542
1AGB.pdb,pMHC_0045.pdb,0.49135787022612476
1AGB.pdb,pMHC_0089.pdb,0.4741338377465745
1AGB.pdb,pMHC_0029.pdb,0.50079948118208
1AGB.pdb,pMHC_0000.pdb,0.49474674984213574
1AGB.pdb,pMHC_0094.pdb,0.4714706798044785
1AGB.pdb,pMHC_0042.pdb,0.46956161266344154
1AGB.pdb,pMHC_0037.pdb,0.4919185707031836
1AGB.pdb,pMHC_0065.pdb,0.48076734941627797
1AGB.pdb,pMHC_0096.pdb,0.4779997666371299
1AGB.pdb,pMHC_0004.pdb,0.4931139833683346
1AGB.pdb,pMHC_0013.pdb,0.4943609231930664
1AGB.pdb,pMHC_0023.pdb,0.4852525568770726
1AGB.pdb,pMHC_0035.pdb,0.4912860117240481
1AGB.pdb,pMHC_0008.pdb,0.4930907824964609
1AGB.pdb,pMHC_0011.pdb,0.4930181479321338
1AGB.pdb,pMHC_0025.pdb,0.49842107182738127
1AGB.pdb,pMHC_0044.pdb,0.49856553397196773
1AGB.pdb,pMHC_0088.pdb,0.48882919993101287
1AGB.pdb,pMHC_0002.pdb,0.4947467498421357
1AGB.pdb,pMHC_0081.pdb,0.4631026569541216
1AGB.pdb,pMHC_0055.pdb,0.49279127678463597
1AGB.pdb,pMHC_0075.pdb,0.4881586113143666
1AGB.pdb,pMHC_0033.pdb,0.5066670718335932
1AGB.pdb,pMHC_0046.pdb,0.45629137735365527
1AGB.pdb,pMHC_0097.pdb,0.48573313356777686
1AGB.pdb,pMHC_0057.pdb,0.492232659083819
1AGB.pdb,pMHC_0036.pdb,0.49352648066306104
1AGB.pdb,pMHC_0010.pdb,0.49345549981319997
1AGB.pdb,pMHC_0058.pdb,0.4915043351271187
1AGB.pdb,pMHC_0064.pdb,0.4928300311655452
1AGB.pdb,pMHC_0074.pdb,0.4631802544602211
1AGB.pdb,pMHC_0003.pdb,0.5030125973337086
1AGB.pdb,pMHC_0048.pdb,0.4924748434458582
1AGB.pdb,pMHC_0070.pdb,0.471681005712899
1AGB.pdb,pMHC_0006.pdb,0.4940523149898548
1AGB.pdb,pMHC_0052.pdb,0.4732337733313121
1AGB.pdb,pMHC_0032.pdb,0.499983343074332
1AGB.pdb,pMHC_0043.pdb,0.49615852358201934
1AGB.pdb,pMHC_0059.pdb,0.4748072500163173
1AGB.pdb,pMHC_0014.pdb,0.49639129963865547
1AGB.pdb,pMHC_0060.pdb,0.4766311738637764
1AGB.pdb,pMHC_0098.pdb,0.4924271556036987
1AGB.pdb,pMHC_0056.pdb,0.49766558218529294
1AGB.pdb,pMHC_0062.pdb,0.5058683573323154
1AGB.pdb,pMHC_0061.pdb,0.4623509651320013
1AGB.pdb,pMHC_0038.pdb,0.4995382390062893
1AGB.pdb,pMHC_0072.pdb,0.49461833963841406
1AGB.pdb,pMHC_0053.pdb,0.49632029945896855
1AGB.pdb,pMHC_0005.pdb,0.4986752073565372
1AGB.pdb,pMHC_0040.pdb,0.49692858513100785
1AGB.pdb,pMHC_0012.pdb,0.5010729761786834
1AGB.pdb,pMHC_0034.pdb,0.4760066690387534
1AGB.pdb,pMHC_0031.pdb,0.49220545395383575
1AGB.pdb,pMHC_0095.pdb,0.4996373318089475
1AGB.pdb,pMHC_0030.pdb,0.4959037129289663
1AGB.pdb,pMHC_0001.pdb,0.49864755668783584
1AGB.pdb,pMHC_0080.pdb,0.46134210216344834
1AGB.pdb,pMHC_0015.pdb,0.49736893592985276
1AGB.pdb,pMHC_0020.pdb,0.4939609535283599
1AGB.pdb,pMHC_0071.pdb,0.4991235236379737
1AGB.pdb,pMHC_0027.pdb,0.4992884555671844
1AGB.pdb,pMHC_0079.pdb,0.48301840083990516
1AGB.pdb,pMHC_0090.pdb,0.49052761597758743
1AGB.pdb,pMHC_0085.pdb,0.48775250376841484
1AGB.pdb,pMHC_0066.pdb,0.48716343792697575
1AGB.pdb,pMHC_0021.pdb,0.5035383721182441
1AGB.pdb,pMHC_0049.pdb,0.4651067740226864
1AGB.pdb,pMHC_0099.pdb,0.4777419599731804
1AGB.pdb,pMHC_0039.pdb,0.49685423573376636
1AGB.pdb,pMHC_0024.pdb,0.49477532025275345
1AGB.pdb,pMHC_0017.pdb,0.49494460364590537
1AGB.pdb,pMHC_0047.pdb,0.4848221274777904
1AGB.pdb,pMHC_0068.pdb,0.4946844646267953
1AGB.pdb,pMHC_0041.pdb,0.5032131671715256
1AGB.pdb,pMHC_0009.pdb,0.4975370413617903
1AGB.pdb,pMHC_0007.pdb,0.4934001489491851
1AGB.pdb,pMHC_0028.pdb,0.4945440698599096
1AGC.pdb,pMHC_0087.pdb,0.49783982920080055
1AGC.pdb,pMHC_0019.pdb,0.49575454607090147
1AGC.pdb,pMHC_0091.pdb,0.50264139089574
1AGC.pdb,pMHC_0016.pdb,0.49400225494628525
1AGC.pdb,pMHC_0018.pdb,0.49469361009413826
1AGC.pdb,pMHC_0089.pdb,0.4990232905741578
1AGC.pdb,pMHC_0029.pdb,0.49529947472389335
1AGC.pdb,pMHC_0000.pdb,0.49545314929909795
1AGC.pdb,pMHC_0094.pdb,0.47743889263025063
1AGC.pdb,pMHC_0042.pdb,0.46885558961885365
1AGC.pdb,pMHC_0037.pdb,0.497125682802822
1AGC.pdb,pMHC_0022.pdb,0.49899899673486553
1AGC.pdb,pMHC_0065.pdb,0.5004149157405015
1AGC.pdb,pMHC_0096.pdb,0.4962852990906734
1AGC.pdb,pMHC_0073.pdb,0.496712678026905
1AGC.pdb,pMHC_0004.pdb,0.492841766519366
1AGC.pdb,pMHC_0013.pdb,0.49371475679434096
1AGC.pdb,pMHC_0023.pdb,0.4997462945807019
1AGC.pdb,pMHC_0026.pdb,0.5003019854621512
1AGC.pdb,pMHC_0035.pdb,0.4734867602092328
1AGC.pdb,pMHC_0008.pdb,0.4923573512066927
1AGC.pdb,pMHC_0011.pdb,0.49355351628088634
1AGC.pdb,pMHC_0054.pdb,0.49692256024920667
1AGC.pdb,pMHC_0025.pdb,0.49856703570628624
1AGC.pdb,pMHC_0044.pdb,0.4740522085207046
1AGC.pdb,pMHC_0002.pdb,0.49873210019179065
1AGC.pdb,pMHC_0055.pdb,0.49466910437800854
1AGC.pdb,pMHC_0033.pdb,0.4950336735710263
1AGC.pdb,pMHC_0046.pdb,0.4958551793111217
1AGC.pdb,pMHC_0057.pdb,0.4964736931936784
1AGC.pdb,pMHC_0036.pdb,0.505123447251425
1AGC.pdb,pMHC_0010.pdb,0.49492776738847616
1AGC.pdb,pMHC_0003.pdb,0.49470283747716237
1AGC.pdb,pMHC_0048.pdb,0.4943831645091781
1AGC.pdb,pMHC_0070.pdb,0.4772290674461092
1AGC.pdb,pMHC_0006.pdb,0.4940451723599103
1AGC.pdb,pMHC_0052.pdb,0.49418590449794875
1AGC.pdb,pMHC_0032.pdb,0.4948254993467293
1AGC.pdb,pMHC_0043.pdb,0.500251341504761
1AGC.pdb,pMHC_0014.pdb,0.4958260563740565
1AGC.pdb,pMHC_0086.pdb,0.5020142404904796
1AGC.pdb,pMHC_0093.pdb,0.5011426099721493
1AGC.pdb,pMHC_0098.pdb,0.5070249601504766
1AGC.pdb,pMHC_0056.pdb,0.48420821366812017
1AGC.pdb,pMHC_0061.pdb,0.4997956815698719
1AGC.pdb,pMHC_0072.pdb,0.5054706213699787
1AGC.pdb,pMHC_0053.pdb,0.5004648965128862
1AGC.pdb,pMHC_0005.pdb,0.49444760619411965
1AGC.pdb,pMHC_0040.pdb,0.4988234075824162
1AGC.pdb,pMHC_0012.pdb,0.49367356235930515
1AGC.pdb,pMHC_0034.pdb,0.47028074883568133
1AGC.pdb,pMHC_0031.pdb,0.476802102310833
1AGC.pdb,pMHC_0095.pdb,0.49212002766376817
1AGC.pdb,pMHC_0078.pdb,0.48960964158805426
1AGC.pdb,pMHC_0030.pdb,0.4929624901617603
1AGC.pdb,pMHC_0051.pdb,0.48868617802856573
1AGC.pdb,pMHC_0067.pdb,0.5057223698248315
1AGC.pdb,pMHC_0001.pdb,0.4990033070380878
1AGC.pdb,pMHC_0015.pdb,0.5020343848709188
1AGC.pdb,pMHC_0020.pdb,0.478731608317296
1AGC.pdb,pMHC_0090.pdb,0.4973916787051393
1AGC.pdb,pMHC_0085.pdb,0.49705344385491973
1AGC.pdb,pMHC_0021.pdb,0.49895274808506385
1AGC.pdb,pMHC_0049.pdb,0.4877953670707777
1AGC.pdb,pMHC_0099.pdb,0.4997078187871988
1AGC.pdb,pMHC_0017.pdb,0.4923859512276863
1AGC.pdb,pMHC_0047.pdb,0.49684031324978295
1AGC.pdb,pMHC_0041.pdb,0.4993081185213545
1AGC.pdb,pMHC_0009.pdb,0.494341249797301
1AGC.pdb,pMHC_0063.pdb,0.4994776261347083
1AGC.pdb,pMHC_0007.pdb,0.4940321193053559
1AGC.pdb,pMHC_0076.pdb,0.4961993010167641
1AGD.pdb,pMHC_0087.pdb,0.4892038459275992
1AGD.pdb,pMHC_0084.pdb,0.47609072472596914
1AGD.pdb,pMHC_0092.pdb,0.4964540330665308
1AGD.pdb,pMHC_0019.pdb,0.5024299156869495
1AGD.pdb,pMHC_0016.pdb,0.4997816741133557
1AGD.pdb,pMHC_0018.pdb,0.5003697549340935
1AGD.pdb,pMHC_0045.pdb,0.5000927419168727
1AGD.pdb,pMHC_0000.pdb,0.4983352008265123
1AGD.pdb,pMHC_0042.pdb,0.49388406710672395
1AGD.pdb,pMHC_0022.pdb,0.4970092612795177
1AGD.pdb,pMHC_0073.pdb,0.4941337625608957
1AGD.pdb,pMHC_0004.pdb,0.5016775432822002
1AGD.pdb,pMHC_0013.pdb,0.49554646209237035
1AGD.pdb,pMHC_0023.pdb,0.49514914964898715
1AGD.pdb,pMHC_0026.pdb,0.4952141505388095
1AGD.pdb,pMHC_0035.pdb,0.49377086133919523
1AGD.pdb,pMHC_0008.pdb,0.5001769414198959
1AGD.pdb,pMHC_0011.pdb,0.501091537930412
1AGD.pdb,pMHC_0044.pdb,0.5002247575067219
1AGD.pdb,pMHC_0002.pdb,0.5016600406176649
1AGD.pdb,pMHC_0081.pdb,0.49097394075065764
1AGD.pdb,pMHC_0055.pdb,0.4729128770031701
1AGD.pdb,pMHC_0033.pdb,0.5035805824068865
1AGD.pdb,pMHC_0057.pdb,0.4728086589948193
1AGD.pdb,pMHC_0010.pdb,0.4994124691795029
1AGD.pdb,pMHC_0074.pdb,0.5011193763255952
1AGD.pdb,pMHC_0003.pdb,0.5000351213032763
1AGD.pdb,pMHC_0048.pdb,0.4963725056371371
1AGD.pdb,pMHC_0070.pdb,0.47511114827901124
1AGD.pdb,pMHC_0006.pdb,0.500305990295111
1AGD.pdb,pMHC_0052.pdb,0.4771505472671389
1AGD.pdb,pMHC_0032.pdb,0.4910093976199638
1AGD.pdb,pMHC_0043.pdb,0.49087359635716155
1AGD.pdb,pMHC_0014.pdb,0.4958434776303058
1AGD.pdb,pMHC_0093.pdb,0.45812766681620937
1AGD.pdb,pMHC_0060.pdb,0.5001967967471954
1AGD.pdb,pMHC_0077.pdb,0.5021662522171358
1AGD.pdb,pMHC_0005.pdb,0.4987007537498035
1AGD.pdb,pMHC_0040.pdb,0.503073070533969
1AGD.pdb,pMHC_0012.pdb,0.4979814024682786
1AGD.pdb,pMHC_0034.pdb,0.49816038417631897
1AGD.pdb,pMHC_0078.pdb,0.49548052174489
1AGD.pdb,pMHC_0001.pdb,0.5003992269069467
1AGD.pdb,pMHC_0080.pdb,0.4696093822021534
1AGD.pdb,pMHC_0015.pdb,0.5002761546527238
1AGD.pdb,pMHC_0020.pdb,0.49639413328685994
1AGD.pdb,pMHC_0079.pdb,0.46386323265895996
1AGD.pdb,pMHC_0090.pdb,0.4985168991911216
1AGD.pdb,pMHC_0099.pdb,0.49574891329338394
1AGD.pdb,pMHC_0039.pdb,0.4739016521758345
1AGD.pdb,pMHC_0017.pdb,0.497354030031208
1AGD.pdb,pMHC_0009.pdb,0.5021962414351638
1AGD.pdb,pMHC_0063.pdb,0.49832211206032523
1AGD.pdb,pMHC_0007.pdb,0.49989933995718755
1AGD.pdb,pMHC_0028.pdb,0.4813997908482331
